id,attack_date,org_type,org_size,facilities_affected,cyber_threats_tracked,monitoring_freq,backup_compromised,ransomware_infection_rate_(%),data_encrypted,data_stolen,recovery_time_(days),entry_method,paid_ransom,data_restored,ransomware_incidents
RAN202402053,2024-08-03 09:00:00,Hospital,Large,7,350+,More than once per day,True,25.6,True,True,9,Compromised Credentials,False,33.52,1
RAN202402054,2024-05-10 22:00:00,Pharma,Medium,15,50-350,More than once per day,False,39.82,True,False,21,Compromised Credentials,False,54.24,3
RAN202402055,2024-09-07 20:00:00,Insurance,Medium,8,50-350,Weekly,True,67.51,True,True,61,Phishing Email,False,36.48,6
RAN202402056,2024-04-04 21:00:00,Clinic,Small,23,1-50,More than once per day,False,49.1,True,True,52,Compromised Credentials,False,31.54,5
RAN202402057,2024-09-07 10:00:00,Clinic,Medium,10,350+,Monthly,False,60.0,True,False,17,Compromised Credentials,True,52.32,4
RAN202402058,2024-05-21 20:00:00,Clinic,Small,18,1-50,Daily,True,58.35,False,False,81,Exploited Vulnerability,False,25.25,5
RAN202402059,2024-12-01 12:00:00,Clinic,Medium,4,350+,More than once per day,True,46.94,False,False,14,Malicious Website,True,76.53,1
RAN202402060,2024-09-06 10:00:00,Clinic,Medium,15,350+,Daily,True,62.41,True,False,33,Phishing Email,False,4.92,1
RAN202402061,2024-11-11 15:00:00,Hospital,Large,11,350+,Daily,True,76.02,True,False,37,RDP Exploit,False,28.37,1
RAN202402062,2024-04-20 04:00:00,Clinic,Medium,22,50-350,Weekly,True,54.66,True,False,63,Compromised Credentials,False,39.3,3
RAN202402063,2024-07-20 05:00:00,Insurance,Medium,3,50-350,Weekly,False,52.52,False,False,25,Compromised Credentials,False,27.34,2
RAN202402064,2024-02-01 01:00:00,Clinic,Medium,15,50-350,Daily,True,55.67,True,False,46,RDP Exploit,False,30.91,7
RAN202402065,2024-06-05 09:00:00,Hospital,Medium,3,1-50,More than once per day,True,26.69,True,True,20,Compromised Credentials,False,47.27,1
RAN202402066,2024-04-17 06:00:00,Research Lab,Medium,15,50-350,Weekly,True,75.7,True,True,88,Exploited Vulnerability,False,36.0,2
RAN202402067,2024-11-09 01:00:00,Hospital,Large,6,1-50,Weekly,True,54.43,True,False,52,Compromised Credentials,True,52.86,1
RAN202402068,2024-02-12 23:00:00,Hospital,Medium,1,50-350,Weekly,False,70.87,True,False,15,Phishing Email,False,7.81,4
RAN202402069,2024-04-21 16:00:00,Hospital,Medium,14,1-50,Weekly,True,77.5,True,False,82,Exploited Vulnerability,True,47.51,5
RAN202402070,2024-01-13 21:00:00,Hospital,Large,16,1-50,Daily,False,54.35,False,False,23,RDP Exploit,True,20.03,6
RAN202402071,2024-07-04 12:00:00,Research Lab,Small,1,1-50,Monthly,True,79.38,True,False,57,Exploited Vulnerability,True,37.61,3
RAN202402072,2024-08-08 13:00:00,Clinic,Medium,21,50-350,Daily,True,78.04,True,False,83,Phishing Email,True,51.28,4
RAN202402073,2024-11-06 16:00:00,Hospital,Medium,17,50-350,More than once per day,True,25.88,True,False,30,Compromised Credentials,False,31.28,4
RAN202402074,2024-06-06 15:00:00,Insurance,Medium,8,1-50,Weekly,True,64.49,True,False,74,Exploited Vulnerability,True,53.21,2
RAN202402075,2024-12-06 07:00:00,Insurance,Medium,18,50-350,Monthly,True,49.77,True,False,53,Exploited Vulnerability,False,35.7,4
RAN202402076,2024-10-25 11:00:00,Insurance,Large,16,1-50,Weekly,True,61.61,True,False,87,Compromised Credentials,True,51.95,3
RAN202402077,2024-10-29 21:00:00,Hospital,Medium,6,50-350,Daily,False,68.14,True,True,26,Compromised Credentials,True,44.34,1
RAN202402078,2024-04-09 14:00:00,Clinic,Medium,10,50-350,Daily,True,47.43,True,False,51,Exploited Vulnerability,False,26.2,5
RAN202402079,2024-04-23 20:00:00,Pharma,Medium,10,50-350,Daily,False,72.65,True,False,35,Exploited Vulnerability,False,36.69,3
RAN202402080,2024-04-28 05:00:00,Research Lab,Medium,5,50-350,Monthly,True,44.18,True,False,36,Infected Removable Media,False,39.09,5
RAN202402081,2024-06-04 05:00:00,Hospital,Medium,12,1-50,More than once per day,True,26.79,False,True,22,Malicious Website,True,58.42,4
RAN202402082,2024-06-22 03:00:00,Hospital,Medium,20,50-350,Weekly,True,57.48,True,False,62,Compromised Credentials,False,32.07,3
RAN202402083,2024-09-22 21:00:00,Clinic,Medium,17,50-350,Daily,True,90.0,True,False,105,Phishing Email,True,38.6,7
RAN202402084,2024-10-01 13:00:00,Pharma,Medium,14,50-350,Weekly,False,49.3,False,True,32,Exploited Vulnerability,False,5.78,2
RAN202402085,2024-01-17 05:00:00,Clinic,Medium,14,50-350,Monthly,True,42.93,True,False,34,RDP Exploit,False,24.29,5
RAN202402086,2024-12-06 14:00:00,Clinic,Small,3,1-50,Daily,True,40.09,False,True,31,Exploited Vulnerability,False,34.17,2
RAN202402087,2024-08-05 21:00:00,Hospital,Medium,12,50-350,Daily,True,69.06,True,True,95,Malicious Website,False,35.67,6
RAN202402088,2024-05-09 06:00:00,Clinic,Medium,20,50-350,Weekly,True,43.25,True,False,64,Exploited Vulnerability,False,26.21,5
RAN202402089,2024-09-03 10:00:00,Insurance,Medium,18,1-50,Daily,False,52.57,True,False,48,Compromised Credentials,False,24.57,6
RAN202402090,2024-04-19 04:00:00,Hospital,Large,12,1-50,Weekly,True,60.87,False,False,64,Phishing Email,False,28.83,4
RAN202402091,2024-12-13 09:00:00,Research Lab,Small,2,1-50,Weekly,False,64.26,True,False,38,Exploited Vulnerability,True,59.13,5
RAN202402092,2024-05-24 10:00:00,Pharma,Large,2,350+,Daily,True,55.84,True,False,20,Compromised Credentials,True,33.5,1
RAN202402093,2024-05-19 14:00:00,Hospital,Medium,17,50-350,Weekly,False,65.35,True,False,45,Compromised Credentials,True,48.41,6
RAN202402094,2024-02-11 23:00:00,Clinic,Small,10,1-50,Daily,False,61.26,False,False,36,Compromised Credentials,False,21.14,1
RAN202402095,2024-09-23 15:00:00,Hospital,Medium,18,1-50,Monthly,True,58.34,True,False,60,Phishing Email,False,48.04,5
RAN202402096,2024-10-02 07:00:00,Research Lab,Medium,22,50-350,Daily,True,62.42,True,False,68,RDP Exploit,False,49.36,5
RAN202402097,2024-09-30 23:00:00,Clinic,Small,19,350+,Weekly,False,75.55,True,False,28,Compromised Credentials,False,27.67,4
RAN202402098,2024-04-20 05:00:00,Clinic,Small,21,1-50,Daily,True,68.75,True,True,61,Phishing Email,False,39.91,1
RAN202402099,2024-06-22 07:00:00,Research Lab,Small,1,1-50,Daily,False,32.77,True,False,14,Exploited Vulnerability,True,63.1,2
RAN202402100,2024-01-14 03:00:00,Hospital,Large,24,350+,Daily,True,60.12,True,False,43,Compromised Credentials,True,69.94,3
RAN202402101,2024-07-01 07:00:00,Pharma,Large,4,1-50,Weekly,True,62.35,False,False,40,Exploited Vulnerability,True,25.35,2
RAN202402102,2024-05-03 02:00:00,Clinic,Small,4,1-50,Weekly,False,68.2,True,True,31,RDP Exploit,True,40.9,3
RAN202402103,2024-09-07 13:00:00,Hospital,Large,2,350+,Monthly,True,62.05,True,False,19,Exploited Vulnerability,True,26.82,3
RAN202402104,2024-09-17 21:00:00,Clinic,Medium,19,50-350,Daily,True,54.36,True,False,65,Compromised Credentials,False,22.23,3
RAN202402105,2024-10-19 14:00:00,Research Lab,Small,21,1-50,Weekly,True,71.5,True,False,94,Exploited Vulnerability,True,43.45,5
RAN202402106,2024-08-08 07:00:00,Hospital,Large,12,1-50,Weekly,True,67.84,False,False,63,Exploited Vulnerability,True,51.43,7
RAN202402107,2024-01-02 04:00:00,Insurance,Medium,10,1-50,Daily,False,60.56,True,False,27,Exploited Vulnerability,False,21.72,1
RAN202402108,2024-10-04 11:00:00,Pharma,Medium,13,1-50,Daily,False,84.91,True,False,48,Exploited Vulnerability,False,1.93,4
RAN202402109,2024-07-19 13:00:00,Hospital,Large,22,350+,Daily,False,43.92,True,False,13,Exploited Vulnerability,False,46.01,4
RAN202402110,2024-01-30 13:00:00,Pharma,Medium,23,50-350,Daily,True,49.3,True,False,62,Phishing Email,True,47.47,4
RAN202402111,2024-05-22 08:00:00,Hospital,Medium,20,50-350,Daily,True,48.26,True,True,50,Phishing Email,False,42.86,1
RAN202402112,2024-12-03 11:00:00,Hospital,Large,23,350+,Weekly,False,68.11,True,False,28,Exploited Vulnerability,False,34.72,5
RAN202402113,2024-04-20 09:00:00,Hospital,Medium,15,50-350,Daily,True,44.19,True,False,39,Phishing Email,True,48.59,6
RAN202402114,2024-08-23 16:00:00,Insurance,Large,3,1-50,Weekly,True,41.99,True,False,40,Phishing Email,False,34.63,7
RAN202402115,2024-04-25 04:00:00,Clinic,Medium,23,50-350,Monthly,False,53.67,True,False,36,Malicious Website,True,57.74,6
RAN202402116,2024-09-09 06:00:00,Hospital,Large,20,350+,Weekly,True,62.03,True,True,29,Exploited Vulnerability,False,37.57,4
RAN202402117,2024-12-29 15:00:00,Clinic,Small,13,350+,Weekly,True,47.56,True,False,27,Exploited Vulnerability,False,8.57,5
RAN202402118,2024-08-10 05:00:00,Clinic,Small,8,1-50,More than once per day,True,23.61,True,False,33,Exploited Vulnerability,True,59.49,2
RAN202402119,2024-04-21 12:00:00,Hospital,Medium,7,50-350,Monthly,True,64.01,True,False,41,Exploited Vulnerability,True,63.86,1
RAN202402120,2024-08-24 18:00:00,Insurance,Medium,24,50-350,Daily,True,51.82,True,True,68,Compromised Credentials,True,56.67,2
RAN202402121,2024-03-15 02:00:00,Insurance,Large,8,350+,Weekly,False,67.38,True,False,17,Exploited Vulnerability,False,31.12,1
RAN202402122,2024-08-16 05:00:00,Clinic,Small,18,1-50,Monthly,True,58.84,False,False,98,Exploited Vulnerability,True,13.91,5
RAN202402123,2024-10-04 18:00:00,Pharma,Medium,9,50-350,Weekly,True,56.75,True,False,51,Compromised Credentials,True,53.51,6
RAN202402124,2024-11-29 01:00:00,Clinic,Small,6,350+,Weekly,False,89.07,True,False,18,RDP Exploit,True,47.82,5
RAN202402125,2024-02-12 22:00:00,Pharma,Medium,4,50-350,Daily,True,64.92,True,False,51,RDP Exploit,True,38.6,7
RAN202402126,2024-09-07 03:00:00,Clinic,Medium,15,50-350,More than once per day,True,32.6,True,True,31,Phishing Email,False,43.58,2
RAN202402127,2024-06-28 05:00:00,Clinic,Small,5,1-50,Weekly,True,68.83,False,False,37,Compromised Credentials,False,19.49,6
RAN202402128,2024-12-05 08:00:00,Hospital,Large,5,1-50,More than once per day,False,30.47,False,True,13,Phishing Email,True,57.47,1
RAN202402129,2024-06-20 01:00:00,Insurance,Large,7,1-50,Weekly,True,43.03,True,False,27,Compromised Credentials,True,53.93,6
RAN202402130,2024-08-16 23:00:00,Clinic,Small,9,350+,More than once per day,True,29.81,True,False,18,Exploited Vulnerability,False,73.32,7
RAN202402131,2024-08-28 03:00:00,Hospital,Large,7,1-50,Monthly,True,60.25,True,False,49,Exploited Vulnerability,False,39.92,6
RAN202402132,2024-01-09 10:00:00,Hospital,Medium,9,50-350,Daily,True,56.4,True,False,62,Compromised Credentials,True,62.06,4
RAN202402133,2024-10-08 18:00:00,Clinic,Medium,20,50-350,Daily,True,74.79,True,False,91,Compromised Credentials,True,17.91,4
RAN202402134,2024-09-20 05:00:00,Clinic,Small,10,1-50,Weekly,False,74.15,True,False,41,Compromised Credentials,True,56.63,3
RAN202402135,2024-10-09 03:00:00,Research Lab,Medium,4,50-350,Daily,True,69.67,True,False,39,Phishing Email,True,53.38,6
RAN202402136,2024-02-27 22:00:00,Insurance,Medium,6,50-350,Daily,False,57.83,False,False,35,Compromised Credentials,False,39.15,7
RAN202402137,2024-05-09 15:00:00,Hospital,Large,24,350+,Daily,True,65.4,True,False,39,Compromised Credentials,True,67.3,2
RAN202402138,2024-07-09 17:00:00,Research Lab,Medium,14,50-350,Daily,True,59.88,True,True,45,Phishing Email,True,75.95,7
RAN202402139,2024-04-18 06:00:00,Hospital,Medium,9,50-350,Daily,True,54.75,True,False,54,Exploited Vulnerability,False,33.72,5
RAN202402140,2024-03-31 20:00:00,Insurance,Medium,1,1-50,Daily,False,53.9,False,False,10,Compromised Credentials,False,27.41,6
RAN202402141,2024-02-06 19:00:00,Insurance,Large,17,350+,Weekly,False,54.32,True,False,19,Exploited Vulnerability,True,65.26,2
RAN202402142,2024-09-02 09:00:00,Clinic,Small,13,1-50,Daily,False,65.43,True,False,47,Compromised Credentials,True,51.99,7
RAN202402143,2024-06-03 02:00:00,Research Lab,Medium,24,50-350,Monthly,True,56.89,True,True,90,Exploited Vulnerability,False,23.22,4
RAN202402144,2024-06-17 06:00:00,Hospital,Large,7,1-50,Daily,False,51.07,True,False,20,Malicious Website,True,49.39,6
RAN202402145,2024-11-09 06:00:00,Clinic,Medium,9,350+,Daily,True,63.84,True,False,37,RDP Exploit,False,40.48,3
RAN202402146,2024-10-01 14:00:00,Insurance,Medium,11,50-350,Daily,True,71.34,False,False,75,Exploited Vulnerability,True,64.09,1
RAN202402147,2024-07-27 08:00:00,Clinic,Medium,3,50-350,Monthly,True,44.15,True,False,50,Exploited Vulnerability,True,50.53,4
RAN202402148,2024-07-16 23:00:00,Hospital,Medium,12,1-50,More than once per day,True,32.3,True,True,33,Exploited Vulnerability,True,13.14,4
RAN202402149,2024-09-15 12:00:00,Clinic,Medium,21,50-350,Weekly,True,90.0,True,False,94,Phishing Email,True,53.66,7
RAN202402150,2024-12-04 16:00:00,Insurance,Medium,3,50-350,Daily,True,73.29,True,True,40,Exploited Vulnerability,True,38.75,2
RAN202402151,2024-09-03 11:00:00,Hospital,Medium,15,50-350,Daily,True,66.22,True,True,70,Compromised Credentials,False,22.76,1
RAN202402152,2024-07-02 20:00:00,Hospital,Medium,21,1-50,Weekly,True,80.08,True,False,98,Compromised Credentials,False,32.11,7
RAN202402153,2024-06-02 02:00:00,Research Lab,Small,10,350+,Daily,True,62.81,True,False,33,RDP Exploit,False,9.84,4
RAN202402154,2024-02-02 12:00:00,Insurance,Large,1,350+,Daily,True,46.5,True,False,18,Phishing Email,False,61.12,3
RAN202402155,2024-04-06 05:00:00,Hospital,Medium,14,1-50,Weekly,False,54.74,True,False,36,Compromised Credentials,False,39.21,5
RAN202402156,2024-11-29 02:00:00,Hospital,Large,20,350+,Weekly,True,49.47,True,True,30,Exploited Vulnerability,False,44.45,4
RAN202402157,2024-03-11 05:00:00,Hospital,Medium,6,50-350,Monthly,True,67.34,True,False,22,Exploited Vulnerability,False,34.86,6
RAN202402158,2024-02-13 03:00:00,Hospital,Medium,2,50-350,Weekly,False,69.3,True,False,21,Exploited Vulnerability,True,58.36,2
RAN202402159,2024-09-26 01:00:00,Clinic,Small,23,1-50,Weekly,True,68.21,True,True,65,Compromised Credentials,True,47.2,4
RAN202402160,2024-01-02 05:00:00,Research Lab,Medium,8,50-350,Weekly,True,59.88,True,False,54,Exploited Vulnerability,False,43.37,2
RAN202402161,2024-07-24 11:00:00,Clinic,Medium,1,50-350,More than once per day,True,26.21,True,False,18,Infected Removable Media,False,36.18,1
RAN202402162,2024-12-22 13:00:00,Clinic,Medium,4,50-350,Weekly,True,77.36,True,True,77,Compromised Credentials,False,33.12,4
RAN202402163,2024-11-29 11:00:00,Hospital,Medium,4,50-350,Weekly,True,72.82,True,True,54,Exploited Vulnerability,False,21.36,3
RAN202402164,2024-06-13 18:00:00,Insurance,Medium,5,50-350,More than once per day,True,35.21,True,False,26,Exploited Vulnerability,False,43.66,4
RAN202402165,2024-05-10 10:00:00,Clinic,Medium,20,50-350,Daily,True,74.29,True,False,78,Phishing Email,True,13.79,5
RAN202402166,2024-01-19 18:00:00,Pharma,Medium,9,1-50,More than once per day,False,35.35,True,False,19,Compromised Credentials,False,38.1,3
RAN202402167,2024-10-09 00:00:00,Clinic,Small,23,350+,Weekly,True,46.05,True,True,27,Compromised Credentials,False,29.59,5
RAN202402168,2024-09-15 05:00:00,Hospital,Medium,13,50-350,Daily,True,88.91,True,False,84,Exploited Vulnerability,False,30.83,4
RAN202402169,2024-08-03 06:00:00,Clinic,Small,18,1-50,Monthly,True,60.15,True,True,87,Compromised Credentials,True,42.2,3
RAN202402170,2024-11-18 11:00:00,Hospital,Medium,17,1-50,Daily,True,53.83,True,False,69,Compromised Credentials,False,45.03,3
RAN202402171,2024-09-07 10:00:00,Clinic,Medium,1,50-350,Weekly,False,49.97,True,True,27,Exploited Vulnerability,False,33.61,5
RAN202402172,2024-10-27 00:00:00,Hospital,Large,22,350+,Daily,True,58.95,True,False,50,Compromised Credentials,False,44.35,1
RAN202402173,2024-08-22 22:00:00,Hospital,Large,15,1-50,Weekly,False,60.09,True,False,41,Compromised Credentials,True,19.49,5
RAN202402174,2024-10-04 06:00:00,Insurance,Medium,2,50-350,Weekly,True,77.74,True,False,49,Exploited Vulnerability,False,30.37,3
RAN202402175,2024-01-06 14:00:00,Hospital,Large,16,1-50,Weekly,False,81.01,True,False,52,RDP Exploit,True,50.65,4
RAN202402176,2024-01-08 05:00:00,Insurance,Medium,20,50-350,Weekly,True,46.7,True,False,70,Compromised Credentials,False,29.39,4
RAN202402177,2024-04-05 17:00:00,Hospital,Large,22,350+,Monthly,True,62.72,True,False,34,Phishing Email,False,31.73,1
RAN202402178,2024-05-30 05:00:00,Clinic,Medium,5,50-350,More than once per day,False,33.81,True,False,11,Compromised Credentials,True,37.93,4
RAN202402179,2024-10-31 04:00:00,Clinic,Small,22,1-50,Daily,False,64.48,True,False,52,RDP Exploit,False,26.74,3
RAN202402180,2024-12-27 03:00:00,Clinic,Medium,19,50-350,Weekly,True,49.06,False,False,52,Compromised Credentials,True,61.24,4
RAN202402181,2024-04-24 03:00:00,Hospital,Medium,5,1-50,Daily,False,47.38,False,False,12,Exploited Vulnerability,False,34.87,3
RAN202402182,2024-10-30 01:00:00,Hospital,Medium,2,50-350,Daily,True,59.68,False,False,37,Infected Removable Media,False,23.25,4
RAN202402183,2024-01-24 06:00:00,Hospital,Medium,7,50-350,Weekly,True,50.44,True,True,38,Phishing Email,True,59.67,1
RAN202402184,2024-03-26 19:00:00,Hospital,Medium,3,50-350,Daily,True,69.28,True,False,62,Compromised Credentials,False,20.14,4
RAN202402185,2024-01-18 08:00:00,Clinic,Small,17,1-50,Daily,False,75.49,True,True,49,Phishing Email,False,38.35,2
RAN202402186,2024-12-27 02:00:00,Pharma,Large,24,350+,Weekly,False,56.78,True,False,22,Exploited Vulnerability,False,38.98,2
RAN202402187,2024-02-26 21:00:00,Insurance,Medium,24,50-350,Daily,True,73.68,True,False,90,RDP Exploit,True,57.8,7
RAN202402188,2024-08-23 22:00:00,Research Lab,Small,3,1-50,More than once per day,True,48.31,True,False,44,Compromised Credentials,False,35.51,3
RAN202402189,2024-03-08 18:00:00,Research Lab,Medium,13,50-350,More than once per day,True,32.52,True,False,35,Compromised Credentials,True,71.91,6
RAN202402190,2024-11-23 06:00:00,Clinic,Medium,7,50-350,Monthly,True,49.45,True,False,49,Exploited Vulnerability,False,31.94,3
RAN202402191,2024-12-12 16:00:00,Hospital,Medium,24,50-350,Monthly,True,75.76,False,False,62,RDP Exploit,False,15.49,4
RAN202402192,2024-11-19 00:00:00,Pharma,Medium,3,50-350,Weekly,True,71.03,True,False,72,Exploited Vulnerability,False,40.45,2
RAN202402193,2024-10-10 22:00:00,Clinic,Medium,15,50-350,Daily,True,82.4,True,True,82,Phishing Email,True,55.13,4
RAN202402194,2024-12-17 22:00:00,Clinic,Small,18,1-50,Monthly,True,67.07,True,True,77,Compromised Credentials,False,22.47,3
RAN202402195,2024-10-01 18:00:00,Hospital,Large,10,350+,Weekly,True,62.4,True,False,25,Exploited Vulnerability,False,54.06,7
RAN202402196,2024-09-09 19:00:00,Clinic,Medium,23,50-350,Weekly,False,75.97,True,False,47,Phishing Email,True,59.66,5
RAN202402197,2024-09-03 05:00:00,Clinic,Small,7,1-50,Weekly,True,49.83,True,False,24,RDP Exploit,False,24.61,2
RAN202402198,2024-06-20 10:00:00,Insurance,Medium,9,50-350,Daily,True,52.6,True,False,56,Compromised Credentials,False,34.84,7
RAN202402199,2024-10-26 15:00:00,Clinic,Medium,5,350+,Daily,True,62.48,True,True,32,RDP Exploit,True,62.54,2
RAN202402200,2024-07-05 17:00:00,Hospital,Large,20,350+,Daily,True,58.13,True,False,35,Compromised Credentials,False,29.45,5
RAN202402201,2024-02-28 20:00:00,Pharma,Large,8,1-50,Daily,True,36.55,True,True,43,Phishing Email,False,40.38,6
RAN202402202,2024-08-14 07:00:00,Hospital,Large,14,1-50,Weekly,True,42.58,True,False,47,Phishing Email,False,44.93,7
RAN202402203,2024-08-02 13:00:00,Clinic,Medium,4,50-350,Monthly,False,57.65,True,False,17,RDP Exploit,False,46.85,6
RAN202402204,2024-09-23 07:00:00,Hospital,Medium,20,1-50,Weekly,True,79.67,True,False,89,Phishing Email,True,44.64,5
RAN202402205,2024-07-29 13:00:00,Research Lab,Small,14,350+,Daily,True,51.29,False,False,30,Compromised Credentials,False,29.59,2
RAN202402206,2024-08-31 16:00:00,Pharma,Large,12,1-50,More than once per day,True,33.42,True,True,38,Exploited Vulnerability,False,19.62,6
RAN202402207,2024-06-06 11:00:00,Hospital,Large,2,1-50,More than once per day,True,33.12,True,False,35,Compromised Credentials,False,7.69,2
RAN202402208,2024-07-26 10:00:00,Insurance,Medium,13,50-350,Daily,False,60.45,True,False,41,Exploited Vulnerability,False,42.21,2
RAN202402209,2024-05-13 13:00:00,Hospital,Large,1,1-50,Daily,False,47.88,True,False,9,Phishing Email,True,52.82,3
RAN202402210,2024-02-19 07:00:00,Pharma,Medium,20,50-350,Weekly,True,65.13,True,False,72,Compromised Credentials,False,26.11,2
RAN202402211,2024-10-15 13:00:00,Research Lab,Medium,7,50-350,More than once per day,True,34.51,True,False,40,Exploited Vulnerability,True,57.77,1
RAN202402212,2024-11-30 18:00:00,Insurance,Medium,9,1-50,Monthly,False,46.27,True,False,22,Compromised Credentials,False,18.22,2
RAN202402213,2024-01-18 23:00:00,Hospital,Medium,17,1-50,Daily,True,53.41,True,False,69,Compromised Credentials,False,12.22,5
RAN202402214,2024-12-19 15:00:00,Pharma,Medium,21,50-350,Weekly,False,64.54,True,False,49,Compromised Credentials,True,43.86,1
RAN202402215,2024-09-04 15:00:00,Research Lab,Small,23,1-50,Daily,False,76.26,True,False,56,Exploited Vulnerability,True,37.41,5
RAN202402216,2024-12-26 17:00:00,Hospital,Medium,13,50-350,More than once per day,True,34.54,False,False,29,Compromised Credentials,False,21.02,5
RAN202402217,2024-11-14 13:00:00,Insurance,Medium,23,50-350,Weekly,False,59.31,True,False,42,RDP Exploit,False,48.91,7
RAN202402218,2024-02-05 19:00:00,Hospital,Medium,10,50-350,Weekly,False,66.69,True,False,32,Compromised Credentials,True,61.62,4
RAN202402219,2024-03-23 05:00:00,Insurance,Large,16,350+,Daily,False,47.21,True,True,18,Compromised Credentials,True,70.5,2
RAN202402220,2024-11-18 10:00:00,Hospital,Large,6,350+,Daily,True,51.31,True,False,32,Compromised Credentials,True,59.16,2
RAN202402221,2024-02-10 00:00:00,Research Lab,Medium,16,350+,More than once per day,True,38.71,True,False,24,Compromised Credentials,True,78.5,7
RAN202402222,2024-02-14 00:00:00,Clinic,Small,11,1-50,Weekly,True,46.0,True,False,46,Exploited Vulnerability,False,25.94,2
RAN202402223,2024-09-26 16:00:00,Hospital,Medium,20,1-50,Monthly,True,86.69,True,False,106,Infected Removable Media,False,23.21,7
RAN202402224,2024-06-26 09:00:00,Hospital,Medium,3,1-50,More than once per day,True,35.27,True,True,31,Phishing Email,False,30.24,5
RAN202402225,2024-11-07 07:00:00,Hospital,Large,9,350+,Daily,True,66.29,True,False,39,Infected Removable Media,False,39.1,6
RAN202402226,2024-12-29 08:00:00,Clinic,Small,15,350+,Monthly,False,67.62,False,False,35,Exploited Vulnerability,True,52.31,1
RAN202402227,2024-10-20 01:00:00,Hospital,Large,13,350+,Daily,True,57.58,True,False,25,Exploited Vulnerability,False,32.91,2
RAN202402228,2024-06-19 23:00:00,Clinic,Small,10,1-50,Weekly,True,70.05,True,False,53,RDP Exploit,False,35.98,2
RAN202402229,2024-08-18 16:00:00,Hospital,Large,20,350+,Daily,True,60.41,True,False,35,Exploited Vulnerability,False,28.24,6
RAN202402230,2024-03-21 18:00:00,Hospital,Medium,24,50-350,Weekly,False,48.27,True,True,35,Exploited Vulnerability,True,55.75,1
RAN202402231,2024-06-16 23:00:00,Research Lab,Small,13,1-50,Daily,True,44.04,True,False,50,Compromised Credentials,True,52.52,7
RAN202402232,2024-12-15 11:00:00,Hospital,Medium,17,50-350,Daily,True,60.49,True,False,68,Compromised Credentials,False,22.3,1
RAN202402233,2024-02-10 15:00:00,Pharma,Large,7,1-50,More than once per day,False,12.41,True,False,8,Phishing Email,True,60.18,7
RAN202402234,2024-07-28 18:00:00,Insurance,Medium,6,50-350,Weekly,True,78.92,True,True,50,Exploited Vulnerability,False,21.24,2
RAN202402235,2024-01-11 08:00:00,Clinic,Small,13,1-50,Weekly,True,50.71,True,False,72,Exploited Vulnerability,False,33.74,4
RAN202402236,2024-02-28 22:00:00,Clinic,Medium,17,50-350,Weekly,False,63.61,True,False,54,Exploited Vulnerability,True,43.63,2
RAN202402237,2024-08-02 19:00:00,Insurance,Medium,15,50-350,Weekly,False,49.72,True,False,37,Compromised Credentials,False,47.44,2
RAN202402238,2024-05-17 05:00:00,Hospital,Large,4,350+,Daily,True,71.21,True,False,41,Phishing Email,False,23.75,6
RAN202402239,2024-06-18 21:00:00,Hospital,Medium,15,50-350,More than once per day,False,52.02,False,True,22,Exploited Vulnerability,True,60.05,5
RAN202402240,2024-08-26 02:00:00,Hospital,Medium,14,50-350,Weekly,False,65.63,True,False,40,Compromised Credentials,True,38.27,3
RAN202402241,2024-09-29 23:00:00,Research Lab,Medium,21,350+,Daily,True,54.88,False,False,31,RDP Exploit,True,59.54,7
RAN202402242,2024-09-20 14:00:00,Hospital,Large,11,350+,Daily,True,59.19,True,False,31,Compromised Credentials,True,23.99,7
RAN202402243,2024-09-11 02:00:00,Clinic,Small,24,1-50,More than once per day,True,38.98,True,False,44,Phishing Email,False,23.26,2
RAN202402244,2024-11-18 04:00:00,Pharma,Medium,4,50-350,More than once per day,True,27.58,True,False,23,Compromised Credentials,False,25.57,5
RAN202402245,2024-12-22 12:00:00,Insurance,Large,3,1-50,Daily,True,50.95,True,False,52,RDP Exploit,True,57.88,6
RAN202402246,2024-02-19 23:00:00,Clinic,Small,2,1-50,Weekly,False,50.63,True,False,31,Exploited Vulnerability,False,24.19,3
RAN202402247,2024-01-12 11:00:00,Hospital,Medium,20,50-350,Monthly,True,83.82,True,False,108,Exploited Vulnerability,False,18.43,5
RAN202402248,2024-03-30 16:00:00,Insurance,Large,10,350+,Monthly,False,61.7,True,True,21,Infected Removable Media,False,52.16,5
RAN202402249,2024-10-02 08:00:00,Clinic,Small,13,1-50,Monthly,True,81.93,True,True,79,Compromised Credentials,False,22.73,4
RAN202402250,2024-01-18 19:00:00,Hospital,Large,20,350+,Monthly,True,56.83,True,False,36,Compromised Credentials,True,28.6,6
RAN202402251,2024-07-02 11:00:00,Hospital,Large,21,350+,Daily,True,54.35,True,False,30,Compromised Credentials,True,62.96,1
RAN202402252,2024-08-05 12:00:00,Pharma,Large,23,350+,Daily,True,57.82,False,False,33,Exploited Vulnerability,True,32.07,1
RAN202402253,2024-09-13 05:00:00,Clinic,Small,18,1-50,Weekly,True,62.22,False,False,97,Exploited Vulnerability,False,12.28,5
RAN202402254,2024-09-27 09:00:00,Insurance,Large,21,350+,Daily,False,46.6,True,False,19,Compromised Credentials,False,58.64,6
RAN202402255,2024-10-29 06:00:00,Insurance,Medium,16,1-50,Daily,True,73.69,True,False,99,Exploited Vulnerability,False,16.64,6
